digital_id,timestamp,language,text,person1_id,person2_id,location_id
DIG002544,2026-05-03 08:07:00,gu,"PERSON_00688 और PERSON_00463 ने સ્થાન શેર કર્યું, Zone_0083, Ujjain के पास। समय 2026-05-03 08:07:00.",P00688,P00463,LOC0083
DIG002545,2026-01-27 19:16:00,ml,"PERSON_00133 और PERSON_00522 ने വിളിച്ചു, Zone_0027, Gwalior के पास। समय 2026-01-27 19:16:00.",P00133,P00522,LOC0027
DIG002546,2026-06-27 20:44:00,ta,"PERSON_00962 और PERSON_00777 ने சந்தித்தார், Zone_0048, Indore के पास। समय 2026-06-27 20:44:00.",P00962,P00777,LOC0048
DIG002547,2026-08-03 13:57:00,kn,"PERSON_00035 और PERSON_00087 ने ಭೇಟಿಯಾದರು, Zone_0176, Gwalior के पास। समय 2026-08-03 13:57:00.",P00035,P00087,LOC0176
DIG002548,2026-02-14 00:54:00,ta,"PERSON_00769 और PERSON_00381 ने பணம் அனுப்பினார், Zone_0094, Gwalior के पास। समय 2026-02-14 00:54:00.",P00769,P00381,LOC0094
DIG002549,2026-04-12 17:57:00,ur,"PERSON_00492 और PERSON_00535 ने پیغام بھیجا, Zone_0069, Jabalpur के पास। समय 2026-04-12 17:57:00.",P00492,P00535,LOC0069
DIG002550,2026-08-03 19:27:00,en,"PERSON_00528 shared a location with PERSON_00344 near Zone_0068, Bhopal. Record time 2026-08-03 19:27:00.",P00528,P00344,LOC0068
DIG002551,2026-06-28 20:10:00,gu,"PERSON_00095 और PERSON_00805 ने મળ્યા, Zone_0018, Bhopal के पास। समय 2026-06-28 20:10:00.",P00095,P00805,LOC0018
DIG002552,2026-04-08 12:55:00,bn,"PERSON_00081 और PERSON_00477 ने স্থান ভাগ করেছে, Zone_0064, Ujjain के पास। समय 2026-04-08 12:55:00.",P00081,P00477,LOC0064
DIG002553,2026-01-19 19:37:00,ta,"PERSON_00840 और PERSON_00224 ने சந்தித்தார், Zone_0124, Bhopal के पास। समय 2026-01-19 19:37:00.",P00840,P00224,LOC0124
DIG002554,2026-08-24 16:16:00,hi,"PERSON_00697 और PERSON_00110 ने वाहन का उपयोग किया, Zone_0138, Bhopal के पास। समय 2026-08-24 16:16:00.",P00697,P00110,LOC0138
DIG002555,2026-06-10 04:50:00,ml,"PERSON_00568 और PERSON_00375 ने വിളിച്ചു, Zone_0062, Ujjain के पास। समय 2026-06-10 04:50:00.",P00568,P00375,LOC0062
DIG002556,2026-02-18 14:28:00,gu,"PERSON_00370 और PERSON_00527 ने મળ્યા, Zone_0150, Ujjain के पास। समय 2026-02-18 14:28:00.",P00370,P00527,LOC0150
DIG002557,2026-03-22 00:58:00,hi,"PERSON_00077 और PERSON_00045 ने संदेश भेजा, Zone_0063, Gwalior के पास। समय 2026-03-22 00:58:00.",P00077,P00045,LOC0063
DIG002558,2026-04-23 10:01:00,ur,"PERSON_00318 और PERSON_00453 ने دورہ کیا, Zone_0096, Indore के पास। समय 2026-04-23 10:01:00.",P00318,P00453,LOC0096
DIG002559,2026-08-08 11:14:00,kn,"PERSON_00897 और PERSON_00206 ने ಸ್ಥಳ ಹಂಚಿಕೊಂಡರು, Zone_0006, Bhopal के पास। समय 2026-08-08 11:14:00.",P00897,P00206,LOC0006
DIG002560,2026-07-21 05:28:00,en,"PERSON_00560 used a vehicle PERSON_00581 near Zone_0085, Gwalior. Record time 2026-07-21 05:28:00.",P00560,P00581,LOC0085
DIG002561,2026-01-15 11:08:00,ml,"PERSON_00727 और PERSON_00166 ने വിളിച്ചു, Zone_0048, Indore के पास। समय 2026-01-15 11:08:00.",P00727,P00166,LOC0048
DIG002562,2026-04-04 23:54:00,bn,"PERSON_00213 और PERSON_00630 ने পরিদর্শন করেছে, Zone_0005, Jabalpur के पास। समय 2026-04-04 23:54:00.",P00213,P00630,LOC0005
DIG002563,2026-04-04 19:01:00,ml,"PERSON_00015 और PERSON_00349 ने സന്ദർശിച്ചു, Zone_0094, Gwalior के पास। समय 2026-04-04 19:01:00.",P00015,P00349,LOC0094
DIG002564,2026-03-05 04:42:00,ta,"PERSON_00647 और PERSON_00442 ने சந்தித்தார், Zone_0044, Bhopal के पास। समय 2026-03-05 04:42:00.",P00647,P00442,LOC0044
DIG002565,2026-02-09 01:01:00,en,"PERSON_00507 called PERSON_00686 near Zone_0071, Indore. Record time 2026-02-09 01:01:00.",P00507,P00686,LOC0071
DIG002566,2026-03-28 05:15:00,ml,"PERSON_00187 और PERSON_00641 ने കണ്ടുമുട്ടി, Zone_0142, Jabalpur के पास। समय 2026-03-28 05:15:00.",P00187,P00641,LOC0142
DIG002567,2026-06-29 16:22:00,kn,"PERSON_00352 और PERSON_00202 ने ಹಣ ಕಳುಹಿಸಿದರು, Zone_0116, Bhopal के पास। समय 2026-06-29 16:22:00.",P00352,P00202,LOC0116
DIG002568,2026-03-29 02:33:00,pa,"PERSON_00809 और PERSON_00090 ने ਸਥਾਨ ਸਾਂਝਾ ਕੀਤਾ, Zone_0038, Ujjain के पास। समय 2026-03-29 02:33:00.",P00809,P00090,LOC0038
DIG002569,2026-03-01 06:06:00,gu,"PERSON_00116 और PERSON_00349 ने નાણાં મોકલ્યાં, Zone_0079, Nagpur के पास। समय 2026-03-01 06:06:00.",P00116,P00349,LOC0079
DIG002570,2026-05-20 14:42:00,gu,"PERSON_00107 और PERSON_00257 ने સ્થાન શેર કર્યું, Zone_0066, Jabalpur के पास। समय 2026-05-20 14:42:00.",P00107,P00257,LOC0066
DIG002571,2026-05-30 09:57:00,en,"PERSON_00495 used a vehicle PERSON_00368 near Zone_0075, Gwalior. Record time 2026-05-30 09:57:00.",P00495,P00368,LOC0075
DIG002572,2026-06-10 00:27:00,te,"PERSON_00943 और PERSON_00632 ने స్థానం పంచుకున్నారు, Zone_0149, Ujjain के पास। समय 2026-06-10 00:27:00.",P00943,P00632,LOC0149
DIG002573,2026-05-27 16:45:00,hi,"PERSON_00502 और PERSON_00825 ने मिला, Zone_0124, Bhopal के पास। समय 2026-05-27 16:45:00.",P00502,P00825,LOC0124
DIG002574,2026-01-03 14:41:00,en,"PERSON_00180 shared a location with PERSON_00827 near Zone_0170, Ujjain. Record time 2026-01-03 14:41:00.",P00180,P00827,LOC0170
DIG002575,2026-08-28 22:30:00,pa,"PERSON_00768 और PERSON_00266 ने ਸੰਪਰਕ ਕੀਤਾ, Zone_0043, Gwalior के पास। समय 2026-08-28 22:30:00.",P00768,P00266,LOC0043
DIG002576,2026-04-30 16:19:00,ml,"PERSON_00418 और PERSON_00744 ने പണം അയച്ചു, Zone_0029, Nagpur के पास। समय 2026-04-30 16:19:00.",P00418,P00744,LOC0029
DIG002577,2026-06-06 00:24:00,mr,"PERSON_00313 और PERSON_00759 ने भेटला, Zone_0151, Indore के पास। समय 2026-06-06 00:24:00.",P00313,P00759,LOC0151
DIG002578,2026-01-12 10:32:00,en,"PERSON_00142 called PERSON_00666 near Zone_0062, Ujjain. Record time 2026-01-12 10:32:00.",P00142,P00666,LOC0062
DIG002579,2026-05-15 04:02:00,ta,"PERSON_00241 और PERSON_00155 ने அழைத்தார், Zone_0075, Gwalior के पास। समय 2026-05-15 04:02:00.",P00241,P00155,LOC0075
DIG002580,2026-08-20 11:34:00,en,"PERSON_00025 contacted PERSON_00231 near Zone_0157, Nagpur. Record time 2026-08-20 11:34:00.",P00025,P00231,LOC0157
DIG002581,2026-03-28 03:51:00,en,"PERSON_00135 visited PERSON_00561 near Zone_0074, Ujjain. Record time 2026-03-28 03:51:00.",P00135,P00561,LOC0074
DIG002582,2026-07-23 03:35:00,ur,"PERSON_00628 और PERSON_00022 ने مقام شیئر کیا, Zone_0140, Jabalpur के पास। समय 2026-07-23 03:35:00.",P00628,P00022,LOC0140
DIG002583,2026-06-23 09:14:00,gu,"PERSON_00110 और PERSON_00209 ने સંદેશ મોકલ્યો, Zone_0102, Ujjain के पास। समय 2026-06-23 09:14:00.",P00110,P00209,LOC0102
DIG002584,2026-04-04 00:23:00,pa,"PERSON_00395 और PERSON_00863 ने ਫੋਨ ਕੀਤਾ, Zone_0130, Gwalior के पास। समय 2026-04-04 00:23:00.",P00395,P00863,LOC0130
DIG002585,2026-05-02 08:33:00,ml,"PERSON_00555 और PERSON_00603 ने വിളിച്ചു, Zone_0175, Jabalpur के पास। समय 2026-05-02 08:33:00.",P00555,P00603,LOC0175
DIG002586,2026-01-18 07:54:00,gu,"PERSON_00480 और PERSON_00424 ने નાણાં મોકલ્યાં, Zone_0010, Indore के पास। समय 2026-01-18 07:54:00.",P00480,P00424,LOC0010
DIG002587,2026-08-15 18:21:00,kn,"PERSON_00237 और PERSON_00292 ने ಸಂಪರ್ಕಿಸಿದರು, Zone_0035, Jabalpur के पास। समय 2026-08-15 18:21:00.",P00237,P00292,LOC0035
DIG002588,2026-03-01 20:54:00,bn,"PERSON_00465 और PERSON_00270 ने ফোন করেছে, Zone_0070, Ujjain के पास। समय 2026-03-01 20:54:00.",P00465,P00270,LOC0070
DIG002589,2026-05-07 00:28:00,ml,"PERSON_00183 और PERSON_00844 ने സ്ഥലം പങ്കിട്ടു, Zone_0049, Nagpur के पास। समय 2026-05-07 00:28:00.",P00183,P00844,LOC0049
DIG002590,2026-01-08 18:49:00,ml,"PERSON_00723 और PERSON_00887 ने ബന്ധപ്പെട്ടു, Zone_0018, Bhopal के पास। समय 2026-01-08 18:49:00.",P00723,P00887,LOC0018
DIG002591,2026-01-31 22:01:00,ta,"PERSON_00714 और PERSON_00105 ने அழைத்தார், Zone_0075, Gwalior के पास। समय 2026-01-31 22:01:00.",P00714,P00105,LOC0075
DIG002592,2026-08-31 06:08:00,hi,"PERSON_00449 और PERSON_00911 ने दौरा किया, Zone_0081, Gwalior के पास। समय 2026-08-31 06:08:00.",P00449,P00911,LOC0081
DIG002593,2026-01-05 12:32:00,en,"PERSON_00855 visited PERSON_00181 near Zone_0080, Indore. Record time 2026-01-05 12:32:00.",P00855,P00181,LOC0080
DIG002594,2026-03-09 16:17:00,ml,"PERSON_00722 और PERSON_00149 ने സന്ദേശം അയച്ചു, Zone_0155, Nagpur के पास। समय 2026-03-09 16:17:00.",P00722,P00149,LOC0155
DIG002595,2026-02-06 02:13:00,ml,"PERSON_00250 और PERSON_00266 ने സന്ദേശം അയച്ചു, Zone_0005, Jabalpur के पास। समय 2026-02-06 02:13:00.",P00250,P00266,LOC0005
DIG002596,2026-01-19 20:51:00,en,"PERSON_00191 contacted PERSON_00678 near Zone_0114, Bhopal. Record time 2026-01-19 20:51:00.",P00191,P00678,LOC0114
DIG002597,2026-01-20 11:55:00,gu,"PERSON_00381 और PERSON_00217 ने સંપર્ક કર્યો, Zone_0180, Indore के पास। समय 2026-01-20 11:55:00.",P00381,P00217,LOC0180
DIG002598,2026-05-16 12:21:00,mr,"PERSON_00179 और PERSON_00615 ने भेटला, Zone_0149, Ujjain के पास। समय 2026-05-16 12:21:00.",P00179,P00615,LOC0149
DIG002599,2026-06-25 01:16:00,pa,"PERSON_00247 और PERSON_00417 ने ਫੋਨ ਕੀਤਾ, Zone_0164, Bhopal के पास। समय 2026-06-25 01:16:00.",P00247,P00417,LOC0164
DIG002600,2026-01-30 18:00:00,kn,"PERSON_00534 और PERSON_00421 ने ಸಂದೇಶ ಕಳುಹಿಸಿದರು, Zone_0099, Bhopal के पास। समय 2026-01-30 18:00:00.",P00534,P00421,LOC0099
DIG002601,2026-04-14 16:50:00,gu,"PERSON_00639 और PERSON_00406 ने ફોન કર્યો, Zone_0040, Bhopal के पास। समय 2026-04-14 16:50:00.",P00639,P00406,LOC0040
DIG002602,2026-07-27 13:30:00,pa,"PERSON_00732 और PERSON_00923 ने ਮੁਲਾਕਾਤ ਕੀਤੀ, Zone_0047, Ujjain के पास। समय 2026-07-27 13:30:00.",P00732,P00923,LOC0047
DIG002603,2026-05-19 03:27:00,en,"PERSON_00811 called PERSON_00209 near Zone_0131, Gwalior. Record time 2026-05-19 03:27:00.",P00811,P00209,LOC0131
DIG002604,2026-01-28 12:11:00,ur,"PERSON_00638 और PERSON_00650 ने مقام شیئر کیا, Zone_0080, Indore के पास। समय 2026-01-28 12:11:00.",P00638,P00650,LOC0080
DIG002605,2026-05-28 00:18:00,te,"PERSON_00044 और PERSON_00852 ने డబ్బు పంపారు, Zone_0120, Ujjain के पास। समय 2026-05-28 00:18:00.",P00044,P00852,LOC0120
DIG002606,2026-04-12 03:31:00,ta,"PERSON_00323 और PERSON_00826 ने செய்தி அனுப்பினார், Zone_0075, Gwalior के पास। समय 2026-04-12 03:31:00.",P00323,P00826,LOC0075
DIG002607,2026-06-06 05:54:00,ta,"PERSON_00145 और PERSON_00900 ने செய்தி அனுப்பினார், Zone_0005, Jabalpur के पास। समय 2026-06-06 05:54:00.",P00145,P00900,LOC0005
DIG002608,2026-05-12 04:56:00,ta,"PERSON_00997 और PERSON_00087 ने சந்தித்தார், Zone_0068, Bhopal के पास। समय 2026-05-12 04:56:00.",P00997,P00087,LOC0068
DIG002609,2026-05-07 10:27:00,ta,"PERSON_00507 और PERSON_00772 ने சென்றார், Zone_0138, Bhopal के पास। समय 2026-05-07 10:27:00.",P00507,P00772,LOC0138
DIG002610,2026-01-22 17:49:00,gu,"PERSON_00763 और PERSON_00382 ने મુલાકાત લીધી, Zone_0082, Nagpur के पास। समय 2026-01-22 17:49:00.",P00763,P00382,LOC0082
DIG002611,2026-08-29 03:12:00,te,"PERSON_00262 और PERSON_00442 ने సంప్రదించారు, Zone_0063, Gwalior के पास। समय 2026-08-29 03:12:00.",P00262,P00442,LOC0063
DIG002612,2026-01-31 03:26:00,pa,"PERSON_00291 और PERSON_00645 ने ਫੋਨ ਕੀਤਾ, Zone_0071, Indore के पास। समय 2026-01-31 03:26:00.",P00291,P00645,LOC0071
DIG002613,2026-05-27 08:14:00,kn,"PERSON_00992 और PERSON_00070 ने ಸಂದೇಶ ಕಳುಹಿಸಿದರು, Zone_0136, Jabalpur के पास। समय 2026-05-27 08:14:00.",P00992,P00070,LOC0136
DIG002614,2026-06-09 05:22:00,gu,"PERSON_00665 और PERSON_00293 ने સંદેશ મોકલ્યો, Zone_0119, Indore के पास। समय 2026-06-09 05:22:00.",P00665,P00293,LOC0119
DIG002615,2026-08-14 16:42:00,gu,"PERSON_00640 और PERSON_00641 ने સંદેશ મોકલ્યો, Zone_0099, Bhopal के पास। समय 2026-08-14 16:42:00.",P00640,P00641,LOC0099
DIG002616,2026-06-09 17:59:00,en,"PERSON_00394 used a vehicle PERSON_00015 near Zone_0074, Ujjain. Record time 2026-06-09 17:59:00.",P00394,P00015,LOC0074
DIG002617,2026-03-20 15:48:00,bn,"PERSON_00320 और PERSON_00495 ने স্থান ভাগ করেছে, Zone_0063, Gwalior के पास। समय 2026-03-20 15:48:00.",P00320,P00495,LOC0063
DIG002618,2026-07-21 22:52:00,en,"PERSON_00710 transferred funds to PERSON_00150 near Zone_0076, Indore. Record time 2026-07-21 22:52:00.",P00710,P00150,LOC0076
DIG002619,2026-06-18 02:48:00,mr,"PERSON_00039 और PERSON_00428 ने संपर्क केला, Zone_0025, Jabalpur के पास। समय 2026-06-18 02:48:00.",P00039,P00428,LOC0025
DIG002620,2026-02-08 17:11:00,te,"PERSON_00370 और PERSON_00455 ने ఫోన్ చేశారు, Zone_0128, Bhopal के पास। समय 2026-02-08 17:11:00.",P00370,P00455,LOC0128
DIG002621,2026-05-16 14:12:00,pa,"PERSON_00433 और PERSON_00093 ने ਮਿਲਿਆ, Zone_0046, Bhopal के पास। समय 2026-05-16 14:12:00.",P00433,P00093,LOC0046
DIG002622,2026-01-27 01:37:00,en,"PERSON_00767 sent a message to PERSON_00304 near Zone_0160, Ujjain. Record time 2026-01-27 01:37:00.",P00767,P00304,LOC0160
DIG002623,2026-03-23 18:08:00,en,"PERSON_00144 shared a location with PERSON_00581 near Zone_0048, Indore. Record time 2026-03-23 18:08:00.",P00144,P00581,LOC0048
DIG002624,2026-01-12 15:07:00,hi,"PERSON_00290 और PERSON_00933 ने दौरा किया, Zone_0072, Indore के पास। समय 2026-01-12 15:07:00.",P00290,P00933,LOC0072
DIG002625,2026-01-06 06:52:00,ur,"PERSON_00080 और PERSON_00028 ने مقام شیئر کیا, Zone_0008, Nagpur के पास। समय 2026-01-06 06:52:00.",P00080,P00028,LOC0008
DIG002626,2026-06-05 04:31:00,gu,"PERSON_00729 और PERSON_00595 ने મુલાકાત લીધી, Zone_0082, Nagpur के पास। समय 2026-06-05 04:31:00.",P00729,P00595,LOC0082
DIG002627,2026-04-02 12:02:00,ml,"PERSON_00086 और PERSON_00888 ने സന്ദർശിച്ചു, Zone_0023, Jabalpur के पास। समय 2026-04-02 12:02:00.",P00086,P00888,LOC0023
DIG002628,2026-01-23 07:26:00,hi,"PERSON_00216 और PERSON_00880 ने धन भेजा, Zone_0138, Bhopal के पास। समय 2026-01-23 07:26:00.",P00216,P00880,LOC0138
DIG002629,2026-01-24 21:52:00,ml,"PERSON_00576 और PERSON_00619 ने പണം അയച്ചു, Zone_0179, Gwalior के पास। समय 2026-01-24 21:52:00.",P00576,P00619,LOC0179
DIG002630,2026-05-28 13:36:00,en,"PERSON_00110 met PERSON_00600 near Zone_0021, Ujjain. Record time 2026-05-28 13:36:00.",P00110,P00600,LOC0021
DIG002631,2026-05-27 06:30:00,ta,"PERSON_00942 और PERSON_00344 ने அழைத்தார், Zone_0032, Jabalpur के पास। समय 2026-05-27 06:30:00.",P00942,P00344,LOC0032
DIG002632,2026-07-28 10:39:00,hi,"PERSON_00358 और PERSON_00029 ने वाहन का उपयोग किया, Zone_0124, Bhopal के पास। समय 2026-07-28 10:39:00.",P00358,P00029,LOC0124
DIG002633,2026-02-07 16:38:00,en,"PERSON_00118 contacted PERSON_00487 near Zone_0060, Ujjain. Record time 2026-02-07 16:38:00.",P00118,P00487,LOC0060
DIG002634,2026-08-06 08:26:00,hi,"PERSON_00256 और PERSON_00345 ने स्थान साझा किया, Zone_0081, Gwalior के पास। समय 2026-08-06 08:26:00.",P00256,P00345,LOC0081
DIG002635,2026-06-08 18:28:00,ml,"PERSON_00606 और PERSON_00005 ने സ്ഥലം പങ്കിട്ടു, Zone_0074, Ujjain के पास। समय 2026-06-08 18:28:00.",P00606,P00005,LOC0074
DIG002636,2026-02-05 00:59:00,te,"PERSON_00507 और PERSON_00685 ने డబ్బు పంపారు, Zone_0096, Indore के पास। समय 2026-02-05 00:59:00.",P00507,P00685,LOC0096
DIG002637,2026-08-13 14:36:00,ta,"PERSON_00042 और PERSON_00420 ने செய்தி அனுப்பினார், Zone_0085, Gwalior के पास। समय 2026-08-13 14:36:00.",P00042,P00420,LOC0085
DIG002638,2026-03-19 11:31:00,gu,"PERSON_00760 और PERSON_00506 ने સ્થાન શેર કર્યું, Zone_0023, Jabalpur के पास। समय 2026-03-19 11:31:00.",P00760,P00506,LOC0023
DIG002639,2026-04-06 00:16:00,te,"PERSON_00460 और PERSON_00122 ने వెళ్లారు, Zone_0118, Ujjain के पास। समय 2026-04-06 00:16:00.",P00460,P00122,LOC0118
DIG002640,2026-03-10 17:57:00,ta,"PERSON_00280 और PERSON_00709 ने பணம் அனுப்பினார், Zone_0143, Nagpur के पास। समय 2026-03-10 17:57:00.",P00280,P00709,LOC0143
DIG002641,2026-04-17 03:00:00,te,"PERSON_00503 और PERSON_00196 ने కలిశారు, Zone_0090, Gwalior के पास। समय 2026-04-17 03:00:00.",P00503,P00196,LOC0090
DIG002642,2026-07-03 19:16:00,te,"PERSON_00660 और PERSON_00438 ने స్థానం పంచుకున్నారు, Zone_0106, Ujjain के पास। समय 2026-07-03 19:16:00.",P00660,P00438,LOC0106
DIG002643,2026-06-03 01:57:00,hi,"PERSON_00981 और PERSON_00130 ने मिला, Zone_0042, Ujjain के पास। समय 2026-06-03 01:57:00.",P00981,P00130,LOC0042
DIG002644,2026-08-08 20:49:00,ur,"PERSON_00297 और PERSON_00621 ने رابطہ کیا, Zone_0062, Ujjain के पास। समय 2026-08-08 20:49:00.",P00297,P00621,LOC0062
DIG002645,2026-07-27 07:59:00,kn,"PERSON_00501 और PERSON_00523 ने ಭೇಟಿಯಾದರು, Zone_0161, Jabalpur के पास। समय 2026-07-27 07:59:00.",P00501,P00523,LOC0161
DIG002646,2026-05-24 10:36:00,te,"PERSON_00428 और PERSON_00959 ने ఫోన్ చేశారు, Zone_0027, Gwalior के पास। समय 2026-05-24 10:36:00.",P00428,P00959,LOC0027
DIG002647,2026-03-21 11:01:00,mr,"PERSON_00076 और PERSON_00247 ने ठिकाण शेअर केले, Zone_0009, Jabalpur के पास। समय 2026-03-21 11:01:00.",P00076,P00247,LOC0009
DIG002648,2026-03-06 14:12:00,ta,"PERSON_00952 और PERSON_00576 ने சந்தித்தார், Zone_0021, Ujjain के पास। समय 2026-03-06 14:12:00.",P00952,P00576,LOC0021
DIG002649,2026-01-08 07:07:00,ml,"PERSON_00684 और PERSON_00266 ने സന്ദർശിച്ചു, Zone_0055, Bhopal के पास। समय 2026-01-08 07:07:00.",P00684,P00266,LOC0055
DIG002650,2026-06-21 09:41:00,pa,"PERSON_00917 और PERSON_00028 ने ਸੰਪਰਕ ਕੀਤਾ, Zone_0120, Ujjain के पास। समय 2026-06-21 09:41:00.",P00917,P00028,LOC0120
DIG002651,2026-03-04 10:42:00,ml,"PERSON_00894 और PERSON_00385 ने കണ്ടുമുട്ടി, Zone_0015, Gwalior के पास। समय 2026-03-04 10:42:00.",P00894,P00385,LOC0015
DIG002652,2026-08-07 15:12:00,bn,"PERSON_00534 और PERSON_00918 ने পরিদর্শন করেছে, Zone_0070, Ujjain के पास। समय 2026-08-07 15:12:00.",P00534,P00918,LOC0070
DIG002653,2026-05-08 16:19:00,bn,"PERSON_00919 और PERSON_00211 ने বার্তা পাঠিয়েছে, Zone_0006, Bhopal के पास। समय 2026-05-08 16:19:00.",P00919,P00211,LOC0006
DIG002654,2026-08-01 14:39:00,mr,"PERSON_00507 और PERSON_00992 ने पैसे पाठवले, Zone_0166, Bhopal के पास। समय 2026-08-01 14:39:00.",P00507,P00992,LOC0166
DIG002655,2026-04-06 01:17:00,bn,"PERSON_00592 और PERSON_00771 ने স্থান ভাগ করেছে, Zone_0059, Indore के पास। समय 2026-04-06 01:17:00.",P00592,P00771,LOC0059
DIG002656,2026-01-02 16:28:00,hi,"PERSON_00618 और PERSON_00839 ने वाहन का उपयोग किया, Zone_0169, Nagpur के पास। समय 2026-01-02 16:28:00.",P00618,P00839,LOC0169
DIG002657,2026-06-28 11:16:00,te,"PERSON_00420 और PERSON_00062 ने స్థానం పంచుకున్నారు, Zone_0036, Ujjain के पास। समय 2026-06-28 11:16:00.",P00420,P00062,LOC0036
DIG002658,2026-08-14 23:10:00,pa,"PERSON_00755 और PERSON_00369 ने ਸੁਨੇਹਾ ਭੇਜਿਆ, Zone_0119, Indore के पास। समय 2026-08-14 23:10:00.",P00755,P00369,LOC0119
DIG002659,2026-06-05 21:15:00,mr,"PERSON_00349 और PERSON_00327 ने संदेश पाठवला, Zone_0161, Jabalpur के पास। समय 2026-06-05 21:15:00.",P00349,P00327,LOC0161
DIG002660,2026-08-05 21:29:00,te,"PERSON_00466 और PERSON_00919 ने స్థానం పంచుకున్నారు, Zone_0092, Ujjain के पास। समय 2026-08-05 21:29:00.",P00466,P00919,LOC0092
DIG002661,2026-02-03 17:23:00,gu,"PERSON_00593 और PERSON_00694 ने સંદેશ મોકલ્યો, Zone_0167, Nagpur के पास। समय 2026-02-03 17:23:00.",P00593,P00694,LOC0167
DIG002662,2026-03-13 12:51:00,mr,"PERSON_00288 और PERSON_00712 ने भेट दिली, Zone_0052, Nagpur के पास। समय 2026-03-13 12:51:00.",P00288,P00712,LOC0052
DIG002663,2026-01-23 15:02:00,ur,"PERSON_00565 और PERSON_00083 ने رقم منتقل کی, Zone_0140, Jabalpur के पास। समय 2026-01-23 15:02:00.",P00565,P00083,LOC0140
DIG002664,2026-02-02 08:48:00,mr,"PERSON_00383 और PERSON_00151 ने पैसे पाठवले, Zone_0128, Bhopal के पास। समय 2026-02-02 08:48:00.",P00383,P00151,LOC0128
DIG002665,2026-03-16 09:36:00,hi,"PERSON_00795 और PERSON_00831 ने संदेश भेजा, Zone_0077, Bhopal के पास। समय 2026-03-16 09:36:00.",P00795,P00831,LOC0077
DIG002666,2026-05-12 22:20:00,te,"PERSON_00293 और PERSON_00940 ने ఫోన్ చేశారు, Zone_0058, Bhopal के पास। समय 2026-05-12 22:20:00.",P00293,P00940,LOC0058
DIG002667,2026-05-16 22:34:00,bn,"PERSON_00344 और PERSON_00133 ने টাকা পাঠিয়েছে, Zone_0013, Gwalior के पास। समय 2026-05-16 22:34:00.",P00344,P00133,LOC0013
DIG002668,2026-04-30 07:34:00,ur,"PERSON_00390 और PERSON_00215 ने دورہ کیا, Zone_0005, Jabalpur के पास। समय 2026-04-30 07:34:00.",P00390,P00215,LOC0005
DIG002669,2026-03-16 11:27:00,bn,"PERSON_00048 और PERSON_00305 ने দেখা করেছে, Zone_0152, Nagpur के पास। समय 2026-03-16 11:27:00.",P00048,P00305,LOC0152
DIG002670,2026-08-17 18:14:00,ur,"PERSON_00169 और PERSON_00502 ने دورہ کیا, Zone_0135, Nagpur के पास। समय 2026-08-17 18:14:00.",P00169,P00502,LOC0135
DIG002671,2026-05-15 08:00:00,ur,"PERSON_00777 और PERSON_00353 ने مقام شیئر کیا, Zone_0169, Nagpur के पास। समय 2026-05-15 08:00:00.",P00777,P00353,LOC0169
DIG002672,2026-07-06 06:54:00,pa,"PERSON_00320 और PERSON_00312 ने ਸਥਾਨ ਸਾਂਝਾ ਕੀਤਾ, Zone_0150, Ujjain के पास। समय 2026-07-06 06:54:00.",P00320,P00312,LOC0150
DIG002673,2026-07-09 20:23:00,kn,"PERSON_00121 और PERSON_00547 ने ಸ್ಥಳ ಹಂಚಿಕೊಂಡರು, Zone_0102, Ujjain के पास। समय 2026-07-09 20:23:00.",P00121,P00547,LOC0102
DIG002674,2026-03-27 19:44:00,kn,"PERSON_00553 और PERSON_00468 ने ಭೇಟಿ ನೀಡಿದರು, Zone_0032, Jabalpur के पास। समय 2026-03-27 19:44:00.",P00553,P00468,LOC0032
DIG002675,2026-07-29 13:15:00,en,"PERSON_00966 used a vehicle PERSON_00221 near Zone_0104, Bhopal. Record time 2026-07-29 13:15:00.",P00966,P00221,LOC0104
DIG002676,2026-05-20 10:59:00,te,"PERSON_00565 और PERSON_00570 ने డబ్బు పంపారు, Zone_0075, Gwalior के पास। समय 2026-05-20 10:59:00.",P00565,P00570,LOC0075
DIG002677,2026-04-29 17:15:00,kn,"PERSON_00101 और PERSON_00319 ने ಸಂದೇಶ ಕಳುಹಿಸಿದರು, Zone_0109, Bhopal के पास। समय 2026-04-29 17:15:00.",P00101,P00319,LOC0109
DIG002678,2026-07-25 14:14:00,ml,"PERSON_00618 और PERSON_00895 ने വിളിച്ചു, Zone_0118, Ujjain के पास। समय 2026-07-25 14:14:00.",P00618,P00895,LOC0118
DIG002679,2026-08-14 07:52:00,ta,"PERSON_00441 और PERSON_00305 ने பணம் அனுப்பினார், Zone_0013, Gwalior के पास। समय 2026-08-14 07:52:00.",P00441,P00305,LOC0013
DIG002680,2026-07-09 10:25:00,ml,"PERSON_00251 और PERSON_00333 ने ബന്ധപ്പെട്ടു, Zone_0047, Ujjain के पास। समय 2026-07-09 10:25:00.",P00251,P00333,LOC0047
DIG002681,2026-06-09 02:26:00,ta,"PERSON_00625 और PERSON_00612 ने சந்தித்தார், Zone_0135, Nagpur के पास। समय 2026-06-09 02:26:00.",P00625,P00612,LOC0135
